label,text
Pos,At #SXSW conf and EVERYONE has a Mac or Ipad (including me). What happened to the PC? Is it becoming obsolete?
Pos,@mention congrats on the first iPad 2 at #sxsw
Pos,@mention Congrats on your iPhone app being featured at #SXSW!
Pos,@mention Congratulations on winning the Android award! :) #sxsw
Pos,"@mention congratulations, sent from Seesmic on my Android phone, at #SXSW!"
Neutral,Apple on Congress. Nice. RT @mention Apple set to open popup shop in core of SXSW action {link} #SXSW #Apple
Neutral,Egyptian content flood. &quot;Google had to put up two more servers after web came back up.&quot; #SxSW #sxswsa
Neutral,iPad app content needs to be shallow but engaging #sxsw
Neg,Trying 2 convince @mention 2 watch the launch of google Social network at #SXSW . I didn't know there was going to be comedy?!
Pos,"@mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw"
Pos,"Could be cool. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw"
Pos,"Eating a coolhaus ice cream sandwich at the Google party. Hmmm, happy. #sxsw"
Pos,I really could use one of those tiny MacBook Airs. Did I read that Apple set up a temporary store at SXSW? Where is it? #SXSW
Neutral,It's the couple from that Evo vs. iPhone video! #sxsw {link}
Neutral,I have a couple of iPad paintings being exhibited for #sxsw at the Austin Details Gallery. Show opens this Friday - {link}
Neutral,"Google recreated the code for Pac-Man for their doodle, original bugs included. #sxsw #googledoodles"
Pos,@mention crew ripped up Android party - thanks for having us Droid! {link} #sxsw
Neg,The data crunch at #SXSW is crippling Google Voice. Back to regular texting we go...
Pos,new product idea: pants with a built in iphone charging dock built into the pocket! #sxsw
Neg,"True,expect more insidious approaches, like Apple subscriptions. RT @mention {link} . Disgraceful.  #libraries #sxsw"
Neutral,"#bjdproductions #Apple heads to #SXSW, sets up temporary store in Austin {link} #tech"
Neutral,"#bjdproductions #Apple saves #SXSW, set to open pop-up store {link} #tech"
Neutral,"#bjdproductions At #SXSW, #Apple schools the marketing experts {link} #tech"
Pos,"#bjdproductions Before It Even Begins, #Apple Wins #SXSW {link} #tech"
Pos,{link} Security guard enjoying the iPad2 at the Apple Store in Austin... #sxsw
Neutral,Media Circus: Guy walks out of Apple's popup store at #SXSW with 1st #iPad2 now. In Austin at 6th &amp; Congress. {link}
Neutral,Sosososo cuteeeeee {link} #thingsthatdontgotogether Jalen Rose #sxsw iPad
Neutral,Google's Cutts says reputation and topicality are the 2 keys that matter in site rankings. #qagb #sxsw
Pos,Unimitated - Fingerprint Security Scan - {link} #iTunes #ipad2 #1990style #SXSW
Neg,"#flipboard - when bldg app for AppStore, need wholistic mktg awareness, p.r. strategy to drive adoption Don't just rely on Apple. #rji #sxsw"
Neutral,What would #copyright look like if created today? w/ @mention CEO/Pres Floor64 Inc &amp; William Patry Sr Copyright counsel Google #sxsw
Neutral,Extra iPad 2 for sale in Austin convention center who wants one? {link}
Pos,"Also, iPad 2 ordered. Now I don't have to stand in line, wasting valuable fellowship time. #sxsw"
Pos,"Discovered a new conversation icebreaker: &quot;Hey, is that the new iPad 2? Why yes it is...&quot; #SXSW #social"
Neg,I composed a tweet so acerbic and cynical about ipad users that my phone crashed and dumped all my apps. #twitterpower #sxsw #imthatgood
Neutral,"Google and ACLU are buddies? @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw�۝"
Pos,Wish I had an iPad right now. Lasts longer than the phone and not as awkward as the laptop. #SXSW
Pos,That could be dangerous RT @mention Sweet...Apple listened to us!  A temp Apple Store near #SXSW for iPad2 launch!  {link}
Neutral,that would be me (via @mention Apple's opened a pop-up store in Austin so the nerds @mention #SXSW can get new iPads. {link} #cnet
Pos,This could be the first big news out of #sxsw... {link}  Google building new social framework.
Neg,Google and Bing meet at #SXSW after their lovers tiff last month but it seems to have been disappointingly friendly {link}
Neg,Google and Bing page rank panel is ridiculously crowded. Is Al Franken or Justin Timberlake here? #sxsw {link}
Neutral,Google and Bing sitting on the same panel. They don't look like they want to punch each other in the face. Cc: @mention #sxsw
Pos,Unexpected bonus of waking up at 4am to make #SXSW flight: being up to order iPad 2 right as it's released
Neutral,"Surrounded by tats, piercings, live music, gadgets galore -- yep,  hipster heaven! #Google, #gsdm #welivehere #wepartyhere #sxsw"
Neutral,&quot;iPad cleaner&quot; takes on two very different terms at #sxsw
Pos,Near Field Communication already here on android phones. #SXSW #bemyneighbor
Neg,Major iPad design flaw: the SXSW Go iPad app. It doesn't stay open when you switch apps! #ipaddesignheadaches #sxsw
Neutral,"&quot;iPad Design Headaches (2 Tablets, Call in the Morning)&quot; at #SXSW is packed!"
Pos,I'm headed down to #SXSW to hear a talk on integrated social network dynamics and team synergy.  I've got my iPad ready to go.
Pos,"When bored during a keynote #sxsw, use your iPad to draw a picture - even if you are not a good artist!  {link} #sxswi"
Neutral,SXSW Crowd Earns $10K for Charity by Playing a Game [PICS]: In an unusual keynote speech... {link} #News #sxsw #Cyber #iPhone
Pos,Your brand focus? RT @mention 'Trust of Zappos + Likability of Virgin + Product of Apple' - recipe for success @mention #SXSW
Pos,"When brand focuses on purpose, not object, they survive &amp; succeed. Google: not search, useful info. Nike: not sneakers, performance. #sxsw"
Pos,Unexpected geekout moment of #sxsw so far: talked with the guys who are bringing the Traveller RPG to the iPhone.
Neutral,Ladies and gentlemen - Mr. Street  RT @mention I've been having meetings while I'm in line at the #SXSW PopUp Apple Store for the iPad2.
Pos,Only stood in line for 30 minutes to buy 2 iPads at the Apple pop-up store. #apple #sxsw #ipad #austin #fuckyeah
Pos,"Sam licked it, so it's his! RT: @mention How I got an iPad 2 during #SXSW! {link} cc @mention"
Neutral,iPad 2 and Its Rivals: How They Stack Up {link} #bnet #biz #ipad2 #apple #sxsw #ipad #tablet #xoom #tech #laptop #pics #sale
Neutral,"free #iPad Lounge open daily for #SXSW serving art made on iPads, and local art, free coffee, @mention Austin Details {link} #photo"
Neutral,"Best Brand Marketing at #SXSW: GE @mention solar powered carousel, @mention Rock 'n Roll Trailer Park, Apple's iPad2 pop-up shop"
Pos,"Just added my #SXSW flights to @mention Matching people on planes/airports. Also downloaded the @mention iPhone app, nicely done."
Pos,Just found out new mapquest iPhone app has turn-by-turn gps for free... Time to check it out and get reacquainted with mq #sxsw
Neg,You should probably put that away... RT @mention at the Android party and kinda embarrassed by my iPhone #SXSW
Neutral,"Aha! Found proof of lactation room, excuse me, &quot;Mother's Room,&quot; brought to you by Google, at last year's #SXSW. {link}"
Pos,makes good sense RT @mention Apple set to open popup shop in core of SXSW action {link} via @mention #SXSW
Pos,UBER BRAND SMART: Gonna move a ton of iPad2 - #Apple opening a popup shop in Austin for #SxSW  {link} via@mention @mention
Pos,Just heard that Apple is opening a store in downtown Austin tomorrow to sell iPads to #SXSW attendees.
Neutral,Hah! Found the &quot;popup&quot; Apple store where the iPad 2 will be on sale 2moro - gold's gym at 6th and Congress:  {link} #sxsw
Neutral,Just saved the #sxsw 'I'm so productive I don't get anything done' with my iPad dongle. Get get'm #sxswbusy
Neutral,Just found the back door into the #sxsw apple store. #ip2 ftw!
Neutral,Almost had the worst #sxsw FAIL... Left my iPhone on the kitchen counter. Realized it after 5 min of driving to the airport...
Neutral,Don't need to charge at #sxsw if you're talking in the sun with your iphone: {link} boom!
Pos,Interested to hear how it's different from Google Buzz. RT @mention Get ready for the word &quot;Circles&quot; to be trending #SXSWi #SXSW :)
Neutral,I just had to read TV recaps online to keep up with my shows. I have 600 unread posts in Google Reader. I'm completely detached. #sxsw
Neutral,Interested to see what Google will have to show off when they unveil #Circles at #sxsw.
Neutral,No Android version? RT @mention @mention Download the @mention for iPhone to reserve your space during #sxsw!
Neg,"So Annoyed with #SXSW schedule app that has bad #ui for iPad. My fingers ain't THAT fat, y'all."
Pos,{link} Did you hear? Apple�۪s opening a temporary store just for #SXSW! (via @mention
Neutral,HTML 5 and you. At the google booth. #sxsw  {link}
Neutral,Don't hold your breath about Google Circles (at least during #SXSW): {link}
Neutral,"Stay tuned, @mention up next on the emergency iPad station at #sxsw, facebook bullying and online privacy: {link}"
Neutral,"Now: Poked, Liked and Re-tweeted - a Google Love Story - Alisa (iCrossing). #sxsw #futurefifteen"
Pos,ballroom d: #marissagoogle talking about some cool projects (obv). love the Google Art Project. #sxsw
Pos,All packed! Charging the ipad for a busy day/weekend ahead. Also need to download the #SXSW apps for iphone/ipad!
Pos,"IPAD FOUND!!! My friend Jeff has it!!!! #SXSW thanks to everyone who helped, especially @mention"
Pos,All Packed. A few too many #Apple devices. Alarm set for 5:15am. See ya'll at #SXSW. Psyched to meet (finally) many of you guys!
Neutral,Why should/shouldn't I get an iPad 2? Discuss :-) #SXSW
Pos,First ipad2 sighting at #SXSW interactive - infact everyone has at least 1 Apple product in use at all times
Pos,Download Daily Grape  - a new app from @mention for the iPhone.  You can take him with you to the wine shop. #sxsw
Neutral,@mention dan die maar doen? :P RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white
Neutral,The MoST Dangerous ipad in my life.. {link} Jaqueline Bojan #sxsw
Pos,Cobra iRadar detection system coming to Android next month {link} #Android #GPS #iPhone #SXSW
Neutral,iPad 2 Update: ONLINE sales start at 12:01am PST | 3am EST on 3/11/11 | 2-day Free Shipping |FYI: #SXSW - Popup store downtown Austin #apple
Neutral,"Mobile updates RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}"
Pos,"Exciting day at #sxsw to day. Now Tim Ferriss, and rumors about launch of Google Circles later..."
Pos,It's pie day at the google booth at #sxsw #mylunch
Neutral,"Happy Pi Day!  (If google doesn't launch Circles on Pi day, it doesn't exist) #sxsw"
Neg,The forbidden apple has been spoiled! Long live #samsung! They are rocking the #sxsw &amp; #sxswi's world.
Neutral,dumb blonde {link} Evelyn #sxsw Juwan Howard iPad
Neutral,Woah.  Dude at #sxsw gets branded tattoo in exchange for iPad.  No really. {link} @mention
Neutral,"To the dude propping his ipad on the urinal, your time isn't THAT valuable #sxsw #ewww"
Pos,I just made the decision: Id like to purchase an iPad.  It would be perfect for me at #SXSW.
Neutral,The Big Idea: Google leaves nothing left to discover {link} #SXSW #SXSWi
Pos,"Getting ideas at #SXSW? Save them on your iPad using Action Lists. True to GTD, syncs w/ iPhone &amp; web.
{link}"
Neutral,bands needed for sx podcast {link} #sxsw
Pos,Have decided I need an ipad. #usguys #sxsw
Neutral,giving added value to location based services needs to battle check-in fatigue #google #pnid #sxsw
Neutral,@mention Definitely Yobongo. Real time chat at #SXSW is going to be killer. {link}
Pos,"It's a model for one, not for all. RT @mention #sxsw &quot;apple comes up with cool tech no one's ever heard of cuz they don't go to conferences&quot;"
Pos,Great UI demo of @mention on @mention {link} #xoom #sxsw #android #tech #tablet
Neutral,Watching demo of google hotpot ... People using this? #sxsw
Neutral,We're wondering how many @mention will come back from #sxsw with iPad 2's. Maybe everyone?
Neutral,Dudes! Dudes! Check it out: Tweet anything w/ 'iPad' in it &amp; naked lady response bots will tell you how they 'simply gaimed one free' #sxsw
Neutral,"#SXSW Tradeshow floor: Engage w/ our multi-touch interactive wall, take part in an Augmented Reality in 3D and enter to win an iPad."
Neutral,The iPad design panel in Hilton Salon J is filling up quickly. No surprises there. #tapworthy #sxsw
Pos,The iPad design panel in Hilton Salon J is filling up quickly. No surprises there. #tapworthy #sxsw it's more fun with the iPad2
Neutral,"Possible d̩voilement au #SXSW RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}"
Neutral,"#SXSW predicts Group-Texting to be next-big thing, Fast Society Comes to Android &amp; Updates iPhone App - {link} - via @mention"
Neutral,@mention Did you do this in Austin at @mention #SXSW? {link}
Neutral,@mention Did you find out the hours of the apple store? I'm curious too... #sxsw
Neutral,@mention did you hear the rumor there might be a special apple pop-up store at #sxsw specifically for the ipad2 launch?
Neutral,@mention did you see my tweet from before re:ipad 2 being sold at #sxsw ?
Neutral,@mention did you see that #apple is opening up a temporary store at #SXSW for the iPad 2 launch? maybe we can transfer...
Neutral,@mention did you snag an iPad 2 yesterday? thoughts so far? #SXSW
Neutral,N5: Spreading the Disease  {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #necro
Neutral,"Was intending to bring my trusty backpack for this upcoming trip to #SXSW. With the number of iPad 2s I'm helping buy back, no es posible."
